,text,emotion,sentiment
9622,feel like life delicate,love,negative
9623,might add feel dismayed whenever see christians posting links apologetic drivel online friend acts disclaimer boldly advertises stupendous ignorance incredulity,sadness,positive
9624,know sad read lets women feel alone,sadness,negative
9625,feel like someone judged harshly accepted asked something,love,negative
9626,feel bones like nobody cares im nobody cares im gone saying im feeling lonely people either say ok alone go home kills dont know doesnt mean dont try try try people treat like im ghost,sadness,positive
9627,absolutely cannot wait september th roll around feel calm suppose waiting,joy,positive
9628,im feeling mellow morning last nights debacle saw totally losing josh,joy,neutral
9629,feel outraged type thing,anger,negative
9630,wasnt feeling playful drunk,joy,negative
9631,feel almost outraged crap day fall favourite days,anger,negative
9632,feeling nostalgic days officially belonged city getting married shubhi feb,love,negative
9633,also feel sometimes ive missed things amount times ive leave somewhere early take someone home,sadness,positive
9634,imagine someone feeling jealous lonely scared,anger,negative
9635,feel oddly reassured hear say,joy,negative
9636,feel like dirty,sadness,negative
9637,feel like wonderful summer know school started year fly,joy,positive
9638,feel like missed much juliannas first two years working full time making lost time,sadness,positive
9639,really thankful get opportunity feeling honoured today,joy,positive
9640,hate seeing red windows even feel inside resonates cold uncaring world know exists behind making even aware pain inside,anger,negative
9641,feel like snobbish snooty gauche drunk offensive,anger,negative
9642,continue cruise along expressway feeling shitty,sadness,neutral
9643,need eat bread breakfast constantly feel need snack munch something sweet savory pm,love,positive
9644,im starting feel sociable actually feel like going seeing friends rather crying im feeling like twisted knotted ball pain,joy,negative
9645,feeling im look like innocent lame hunting group old dirty hyena hope ways free dead,joy,negative
9646,feel helpless even useless,sadness,negative
9647,feel way relationships romantic platonic friend zoned friends dissolve,love,neutral
9648,actual acceptable compassionate others still didnt feel accepted,love,neutral
9649,always feel little weird writing guy ive dated dont want injustice come across negative way,surprise,negative
9650,touch skin feeling cool glass within image mere reflection loneliness alone,joy,negative
9651,think fair say life want feel sincere connections people experience bonding similar beliefs experiences true synchronicity people lives,joy,positive
9652,feel happy lite grateful,joy,positive
9653,think luxury looking back fashion moments feel proud,joy,positive
9654,reali feel glad,joy,positive
9655,honestly loved place felt pretty comfortable really know feel school taken action help get unfortunate situation really happy expecting support,sadness,positive
9656,im feeling fine bit nauseous extremely tired expected first trimester,joy,positive
9657,afrade life people feel quite hostile towards,anger,neutral
9658,cant stop talking even though im already feel weird uncomfortable feeling swarming still mouth keeps saying unnecessary word,fear,negative
9659,almost feel greedy rd child many people know working hard,anger,positive
9660,still feel amorous,love,neutral
9661,feel like need rejuvenate catch blog posts work etsy shop catch tv shows missed week,sadness,neutral
9662,im feeling moment imagine therell something vigorous active,joy,negative
9663,would liked would people run feel like could run low,sadness,positive
9664,think ask help make feel useful help gain perspective,joy,positive
9665,feel lucky wife hope opportunity remind every day,joy,positive
9666,meant feel sympathy little sympathy determined victims wallow pain blaming punishing others state,joy,negative
9667,feel weird tonight,surprise,negative
9668,feel like moonlighting type show tension resolved end,joy,neutral
9669,work neighborhood school feel respected supported,joy,neutral
9670,feel strange sensation course limbs,surprise,negative
9671,get drill subjects soul icy stare feels disturbed leaves,sadness,negative
9672,feeling devastated inner voice within thats name speaks,sadness,neutral
9673,feel fond friends,love,neutral
9674,feel though pretty dangerous try apply one strategy match,anger,negative
9675,really truly say feel passionate teaching,joy,positive
9676,feel taste desserts sweet suits many customers,love,positive
9677,started feeling like paranoid since kept happening,fear,neutral
9678,feelings toward word passionate,love,negative
9679,like exposing end feeling vulnerable,fear,negative
9680,love increased intense feeling connection divine,joy,positive
9681,didnt feel like missed anything,sadness,neutral
9682,feel like vile traitor even saying thing truth,anger,neutral
9683,feel bad im pretty sure im going able get done leave vacation,sadness,positive
9684,im sure ive got right state unencumberedness despite many years feeling like couldnt keep anybody else causing see life charmed,joy,positive
9685,feeling total love acceptance body moment important experiencing exhilaration new experience,joy,positive
9686,im sorry ive made feel unimportant,sadness,negative
9687,choose sleek smoother feel sweet revenge made drawing handling blaster bit nicer,joy,positive
9688,bring opis im feeling sashy gorgeous cool toned grey purple lavander creme,joy,positive
9689,feel im sure ill,joy,neutral
9690,love feel comfortable friend,joy,positive
9691,im feeling dangerously truthful,joy,positive
9692,feel ashamed tell somebody,sadness,neutral
9693,tried failed put much efforts therefore feel getting punished able see idol used watch b amp w movies made mothers generation still liked mesmerism style music zest life,sadness,positive
9694,christian appreciate points feel would rejected believe,sadness,neutral
9695,feel like abandoning way supportive move,love,positive
9696,im afraid im bipolar feels much like like kids hated th grade kids nearly drove suicide first time life,sadness,negative
9697,feel like always jaded towards classic movies actually sit watch casablanca great escape etc,sadness,positive
9698,took remember feeling extremely agitated,anger,negative
9699,ive last two three months yes playing vinnie kompany guys good joleon kolo toure also play well im feeling good,joy,positive
